,id,price,price/m,rooms,city,district,street,status,meters,apartment_floors,bathroom,terrace,market,building,material,year,adv_date,upvotes,floor,building_floors,bedroom,balcony
1901,1901,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1902,1902,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1903,1903,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1904,1904,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1905,1905,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1906,1906,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1907,1907,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1908,1908,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1909,1909,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1910,1910,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1911,1911,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1912,1912,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1913,1913,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1914,1914,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1915,1915,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1916,1916,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1917,1917,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1918,1918,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1919,1919,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1920,1920,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1921,1921,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1922,1922,1570868,22100,3,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,71.08,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-03-01,126,1,1,1,Nie
1923,1923,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1924,1924,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1925,1925,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1926,1926,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1927,1927,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1928,1928,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1929,1929,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1930,1930,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1931,1931,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1932,1932,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1933,1933,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1934,1934,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1935,1935,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1936,1936,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1937,1937,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1938,1938,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1939,1939,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1940,1940,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1941,1941,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1942,1942,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1943,1943,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1944,1944,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1945,1945,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1946,1946,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1947,1947,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1948,1948,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1949,1949,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1950,1950,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1951,1951,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1952,1952,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1953,1953,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1954,1954,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1955,1955,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1956,1956,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1957,1957,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1958,1958,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1959,1959,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1960,1960,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1961,1961,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1962,1962,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1963,1963,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1964,1964,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1965,1965,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1966,1966,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1967,1967,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1968,1968,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1969,1969,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1970,1970,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1971,1971,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1972,1972,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1973,1973,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1974,1974,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1975,1975,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1976,1976,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1977,1977,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1978,1978,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1979,1979,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1980,1980,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1981,1981,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1982,1982,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1983,1983,526713,12935,2,Gdynia,Cisowa,ul. Zbożowa 56,,40.72,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2025,2024-03-01,36,6,6,1,Nie
1984,1984,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1985,1985,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1986,1986,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1987,1987,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1988,1988,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1989,1989,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1990,1990,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1991,1991,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1992,1992,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1993,1993,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1994,1994,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1995,1995,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1996,1996,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1997,1997,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1998,1998,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1999,1999,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
2000,2000,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
2001,2001,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
2002,2002,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
2003,2003,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
2004,2004,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
2005,2005,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
2006,2006,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
2007,2007,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
2009,2009,2487730,49000,2,Sopot,Dolny,Willa Morska,,50.77,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,2008,2024-01-14,0,3,3,1,Tak
2010,2010,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
2011,2011,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
2012,2012,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
2013,2013,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
2014,2014,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
2015,2015,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
2016,2016,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
2017,2017,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
2018,2018,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
2019,2019,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
2020,2020,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
2021,2021,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
2023,2023,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
2024,2024,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
2025,2025,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
2026,2026,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
2027,2027,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
2028,2028,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
2029,2029,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
2030,2030,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
2031,2031,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
2032,2032,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
2033,2033,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
2034,2034,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
2035,2035,526713,12935,2,Gdynia,Cisowa,ul. Zbożowa 56,,40.72,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2025,2024-03-01,36,6,6,1,Nie
2036,2036,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
2037,2037,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
2038,2038,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
2039,2039,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
2040,2040,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
2041,2041,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
2042,2042,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
2043,2043,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
